user_email,BRAD41,BRAD38,BRAD31,BRAD46,BRAD32,BRAD33,S6A,BRAD39,BRAD44,S5A,BRAD40,BRAD37,BRAD36,BRAD35,BRAD42,BRAD43,S4A,S3A,BRAD34,S2A,BRAD45
911@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Honda,Caixa Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança moderada,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Bahia,Entre 18 e 27 anos,,Masculino,Não
912@icloud.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Grao,XP Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Cartão de crédito,Confiança moderada,Empregado (CLT),Segurança e solidez da instituição,Apenas quando sobra dinheiro,Acima de 15%,,Me aposentar mais cedo,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 18 e 27 anos,,Masculino,Outro
913@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Telecon,Bradesco Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança moderada,Empregado (CLT),Rentabilidade,Nos meses em que tenho menos despesas,6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Bahia,Entre 45 e 60 anos,,Masculino,Não
914@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",FGTS,,Não tenho,,Menos de R$ 1.000,Débito em conta,Confiança moderada,Empregado (CLT),Rentabilidade,"Todo mês, como parte do meu orçamento",Caso a empresa oferecesse como benefício,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",Rio Grande do Norte,Entre 28 e 45 anos,,Masculino,Não
915@hotmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",EMB,,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,,Empregado (CLT),,"Todo mês, como parte do meu orçamento",Caso a empresa oferecesse como benefício,,,,Paraná,Entre 28 e 45 anos,,Masculino,
916@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",nao,XP Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Amazonas,Entre 18 e 27 anos,,Feminino,Não
917@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona","Bancos 
",Caixa Previdência,Não tenho,,Prefiro não responder,Boleto,Confiança baixa,Empregado (CLT),Benefícios fiscais,Nos meses em que tenho menos despesas,Caso a empresa oferecesse como benefício,,Viajar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Goiás,Entre 18 e 27 anos,,Masculino,Outro
918@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Inss,Santander Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança baixa,Empregado (CLT),Reputação da marca,Uma vez por ano ou em momentos específicos,Até 5%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 28 e 45 anos,,Masculino,Outro
919@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Itau,Santander Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança alta,Empregado (CLT),Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 18 e 27 anos,,Feminino,Outro
920@hotmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",nenhuma,Nenhuma das anteriores|Itaú Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Boleto,Confiança muito alta,Empregado (CLT),Flexibilidade no resgate,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 28 e 45 anos,,Masculino,Não
921@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",BB Prev,Nenhuma das anteriores,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança moderada,Empregado (CLT),Reputação da marca,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",Sergipe,Entre 28 e 45 anos,,Masculino,Não
922@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Bradesco Previdência,Não tenho,,De R$ 5.000 a R$ 8.000,Pix,Confiança moderada,Empregado (CLT),Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",11% a 15%,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",Santa Catarina,Entre 28 e 45 anos,,Feminino,Outro
923@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Itaú,Itaú Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança muito baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Rio de Janeiro,Entre 18 e 27 anos,,Masculino,Outro
924@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",cdb,Caixa Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Boleto,Confiança baixa,Empregado (CLT),Reputação da marca,"Todo mês, como parte do meu orçamento",Não sei/Não investiria,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",Minas Gerais,Entre 45 e 60 anos,,Masculino,Outro
925@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Banco do Brasil,Nenhuma das anteriores,Não tenho,,De R$ 1.000 a R$ 3.000,Boleto,Confiança moderada,Empregado (CLT),Rentabilidade,Apenas quando sobra dinheiro,Até 5%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 45 e 60 anos,,Feminino,Outro
926@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Caixa,Caixa Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Débito em conta,Confiança alta,Empregado (CLT),Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",Rio Grande do Sul,Entre 28 e 45 anos,,Masculino,Outro
927@gmail.como,WhatsApp via ChatBot,"Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",Nike,Caixa Previdência,Não tenho,,Menos de R$ 1.000,Pix,Confiança muito alta,Empregado (CLT),Rentabilidade,Apenas quando sobra dinheiro,6% a 10%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 18 e 27 anos,,Masculino,Outro
928@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Vivo,XP Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança baixa,Empregado (CLT),Flexibilidade no resgate,Apenas quando sobra dinheiro,Até 5%,,Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Espírito Santo,Entre 28 e 45 anos,,Masculino,Sim
929@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não procede,Bradesco Previdência |Caixa Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança muito baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 45 e 60 anos,,Feminino,Não
930@gmail.com,"Online, com suporte humano","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Inss,Santander Previdência|Brasilprev|Bradesco Previdência |XP Previdência|Caixa Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança baixa,Empregado (CLT),Rentabilidade,Nos meses em que tenho menos despesas,Até 5%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 45 e 60 anos,,Masculino,Outro
931@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona","PGBL
",Icatu|Santander Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança moderada,Empregado (CLT),Benefícios fiscais,Apenas quando sobra dinheiro,11% a 15%,,Pagar a faculdade para um filho ou familiar,"Alta preocupação , tenho medo e isso influencia minhas decisões",São Paulo,Entre 28 e 45 anos,,Masculino,Não
932@hotmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Bradesco Previdência |Santander Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança moderada,Empregado (CLT),Benefícios fiscais,Apenas quando sobra dinheiro,6% a 10%,,Me aposentar mais cedo,"Nenhuma preocupação, confio completamente nas instituições",Paraná,Entre 45 e 60 anos,,Feminino,Outro
933@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Bb,Itaú Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Boleto,Confiança moderada,Empregado (CLT),Indicação de um especialista ou consultor financeiro,Quando recebo o 13º salário,Não sei/Não investiria,,Ajudar quem eu amo,"Preocupação moderada, estou atento, mas ainda invisto",Rio Grande do Sul,Entre 45 e 60 anos,,Feminino,Não
934@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Máxima,Itaú Previdência|XP Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança moderada,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Pará,Entre 28 e 45 anos,,Masculino,Não
935@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não sei,Bradesco Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança muito baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 45 e 60 anos,,Feminino,Não
936@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",N,Nenhuma das anteriores,Não tenho,,De R$ 1.000 a R$ 3.000,Boleto,Confiança muito alta,Empregado (CLT),Facilidade na contratação e gestão online,Nos meses em que tenho menos despesas,Até 5%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",Distrito Federal,Entre 18 e 27 anos,,Masculino,Não
937@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não sei,Brasilprev,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Pouca preocupação, considero, mas acho improvável ser vítima",Maranhão,Entre 18 e 27 anos,,Feminino,Não
938@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não sei dizer,XP Previdência|Bradesco Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança moderada,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Preocupação moderada, estou atento, mas ainda invisto",Minas Gerais,Entre 28 e 45 anos,,Masculino,Não
939@outlook.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",INSS,,Não tenho,,De R$ 1.000 a R$ 3.000,,,Empregado (CLT),,,,,,,Goiás,Entre 28 e 45 anos,,Masculino,
940@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Porto Seguro,Caixa Previdência|Bradesco Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Débito em conta,Confiança moderada,Empregado (CLT),Segurança e solidez da instituição,Uma vez por ano ou em momentos específicos,Até 5%,,Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",São Paulo,Entre 45 e 60 anos,,Masculino,Outro
941@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Banco do Brasil,Brasilprev,Não tenho,,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança alta,Empregado (CLT),Rentabilidade,"Todo mês, como parte do meu orçamento",Até 5%,,Viajar,"Nenhuma preocupação, confio completamente nas instituições",Goiás,Entre 28 e 45 anos,,Masculino,Não
942@hotmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Itaú Previdência|Bradesco Previdência |Caixa Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança moderada,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Alta preocupação , tenho medo e isso influencia minhas decisões",Santa Catarina,Entre 28 e 45 anos,,Masculino,Não
943@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Itaú,Itaú Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança moderada,Empregado (CLT),Facilidade na contratação e gestão online,Apenas quando sobra dinheiro,Até 5%,,Transição de carreira (plano B),"Muita preocupação, não invisto por receio de golpes",Bahia,Entre 18 e 27 anos,,Feminino,Não
944@hotmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Bradesco,Bradesco Previdência,Não tenho,,Acima de R$ 8.000,Pix,Confiança muito baixa,Empregado (CLT),Reputação da marca,Quando recebo bônus ou participação nos lucros,11% a 15%,,Manter padrão de vida quando parar de trabalhar,"Muita preocupação, não invisto por receio de golpes",Minas Gerais,Entre 28 e 45 anos,,Feminino,Não
945@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Desconheço marcas relacionadas,Nenhuma das anteriores,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Tocantins,Entre 18 e 27 anos,,Masculino,Não
946@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Inss,Nenhuma das anteriores,Não tenho,,De R$ 3.000 a R$ 5.000,Pix,Confiança moderada,Empregado (CLT),Indicação de um especialista ou consultor financeiro,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 18 e 27 anos,,Feminino,Não
947@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Itau,Itaú Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança moderada,Empregado (CLT),Flexibilidade no resgate,Apenas quando sobra dinheiro,6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Pouca preocupação, considero, mas acho improvável ser vítima",São Paulo,Entre 18 e 27 anos,,Masculino,Outro
948@gmail.com,"Por telefone, por meio de um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Adidas,Itaú Previdência,Não tenho,,Menos de R$ 1.000,Pix,Confiança moderada,Empregado (CLT),Flexibilidade no resgate,Apenas quando sobra dinheiro,Até 5%,,Ajudar quem eu amo,"Nenhuma preocupação, confio completamente nas instituições",Tocantins,Entre 18 e 27 anos,,Masculino,Não
949@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nao sei,XP Previdência|Bradesco Previdência |Santander Previdência|Caixa Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança baixa,Empregado (CLT),Segurança e solidez da instituição,Quando recebo o 13º salário,6% a 10%,,Ajudar quem eu amo,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 18 e 27 anos,,Masculino,Não
950@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não sei,Itaú Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Pix,Confiança moderada,Empregado (CLT),Facilidade na contratação e gestão online,Apenas quando sobra dinheiro,11% a 15%,,Me aposentar mais cedo,"Pouca preocupação, considero, mas acho improvável ser vítima",Mato Grosso,Entre 18 e 27 anos,,Masculino,Não
951@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Bradesco Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança baixa,Empregado (CLT),Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",Até 5%,,Me aposentar mais cedo,"Muita preocupação, não invisto por receio de golpes",Bahia,Entre 18 e 27 anos,,Masculino,Não
952@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Nenhuma das anteriores,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança muito baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Rio de Janeiro,Entre 45 e 60 anos,,Feminino,Não
953@gmail.com,"Online, com suporte humano","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",nenhuma,Nenhuma das anteriores,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança moderada,Empregado (CLT),Segurança e solidez da instituição,"Todo mês, como parte do meu orçamento",6% a 10%,,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 18 e 27 anos,,Masculino,Não
954@gmail.com,Outro,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Inss,Itaú Previdência|Bradesco Previdência |Caixa Previdência|Santander Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Boleto,Confiança moderada,Empregado (CLT),Rentabilidade,Apenas quando sobra dinheiro,Caso a empresa oferecesse como benefício,,Viajar,"Preocupação moderada, estou atento, mas ainda invisto",Amapá,Entre 28 e 45 anos,,Masculino,Sim
955@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Não sei,Brasilprev|Itaú Previdência|Caixa Previdência|Santander Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança moderada,Empregado (CLT),Reputação da marca,"Todo mês, como parte do meu orçamento",Caso a empresa oferecesse como benefício,,Me aposentar mais cedo,"Muita preocupação, não invisto por receio de golpes",Espírito Santo,Entre 45 e 60 anos,,Masculino,Não
956@gmail.com,WhatsApp com suporte humano,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nenhuma,Bradesco Previdência |Itaú Previdência|Caixa Previdência|Brasilprev|Santander Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Pix,Confiança alta,Empregado (CLT),Facilidade na contratação e gestão online,Uma vez por ano ou em momentos específicos,Acima de 15%,,Mudança de país,"Muita preocupação, não invisto por receio de golpes",Rio Grande do Sul,Entre 28 e 45 anos,,Feminino,Não
957@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona","Não sei
",XP Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança moderada,Empregado (CLT),,Não sei/Não investiria,Caso a empresa oferecesse como benefício,,,"Preocupação moderada, estou atento, mas ainda invisto",Minas Gerais,Entre 18 e 27 anos,,Masculino,Não
958@gmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Xp,Caixa Previdência|XP Previdência|Bradesco Previdência |Santander Previdência|Itaú Previdência,Não tenho,,De R$ 3.000 a R$ 5.000,Pix,Confiança muito baixa,Empregado (CLT),Rentabilidade,Quando recebo bônus ou participação nos lucros,Caso a empresa oferecesse como benefício,,Me aposentar mais cedo,"Muita preocupação, não invisto por receio de golpes",Rio de Janeiro,Entre 28 e 45 anos,,Masculino,Não
959@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Não sei,Nenhuma das anteriores,Não tenho,,Menos de R$ 1.000,,Confiança baixa,Empregado (CLT),,Não sei/Não investiria,Acima de 15%,,,"Muita preocupação, não invisto por receio de golpes",Rio Grande do Sul,Menos de 18 anos,,Masculino,Não
960@gmail.com,,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Precisa,Caixa Previdência|XP Previdência|Santander Previdência|Bradesco Previdência |Itaú Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança muito alta,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 18 e 27 anos,,Feminino,Não
961@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Itau,Nenhuma das anteriores,Não tenho,,De R$ 5.000 a R$ 8.000,,Confiança baixa,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 18 e 27 anos,,Masculino,Não
962@yahoo.com.br,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Nenhuma,XP Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança baixa,Empregado (CLT),Flexibilidade no resgate,"Todo mês, como parte do meu orçamento",6% a 10%,,Pagar a faculdade para um filho ou familiar,"Preocupação moderada, estou atento, mas ainda invisto",Minas Gerais,Entre 28 e 45 anos,,Feminino,Não
963@gmail.com,,"Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",naike,Santander Previdência,Não tenho,,Menos de R$ 1.000,,Confiança muito alta,Empregado (CLT),,Não sei/Não investiria,Não sei/Não investiria,,,"Muita preocupação, não invisto por receio de golpes",Minas Gerais,Entre 28 e 45 anos,,Masculino,Sim
964@gmail.com,,"Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Investimentos,Caixa Previdência,Não tenho,,De R$ 1.000 a R$ 3.000,,Confiança baixa,Empregado (CLT),,Não sei/Não investiria,Acima de 15%,,,"Preocupação moderada, estou atento, mas ainda invisto",Goiás,Entre 28 e 45 anos,,Masculino,Não
965@gmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito alto, sou especialista no assunto ou tenho muita experiência prática",Nike,Brasilprev,"Sim, a minha empresa oferece como benefício",PGBL,Menos de R$ 1.000,Pix,Confiança baixa,Empregado (CLT),Facilidade na contratação e gestão online,,,Uma vez por ano ou em momentos específicos,Passar o dia jogando videogame,"Pouca preocupação, considero, mas acho improvável ser vítima",São Paulo,Entre 18 e 27 anos,11% a 15%,Masculino,Não
966@hotmail.com,"Online, com suporte por chat e Inteligência Artificial","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Itaú,Brasilprev|Bradesco Previdência |Santander Previdência|Icatu|Itaú Previdência|Caixa Previdência,"Sim, a minha empresa oferece como benefício",VGBL,De R$ 3.000 a R$ 5.000,Débito em conta,Confiança moderada,Empregado (CLT),Rentabilidade,,,Apenas quando sobra dinheiro,Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Rio de Janeiro,Entre 45 e 60 anos,Até 5%,Feminino,Outro
967@gmail.com,WhatsApp via ChatBot,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Inss,Bradesco Previdência,"Sim, a minha empresa oferece como benefício",Não sei informar,De R$ 1.000 a R$ 3.000,Pix,Confiança moderada,Empregado (CLT),Benefícios fiscais,,,Apenas quando sobra dinheiro,Ajudar quem eu amo,"Preocupação moderada, estou atento, mas ainda invisto",São Paulo,Entre 45 e 60 anos,6% a 10%,Feminino,Não
968@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Prosegue,Nenhuma das anteriores,"Sim, a minha empresa oferece como benefício",Não sei informar,De R$ 1.000 a R$ 3.000,Pix,Confiança moderada,Empregado (CLT),Rentabilidade,,,"Todo mês, como parte do meu orçamento",Me aposentar mais cedo,"Muita preocupação, não invisto por receio de golpes",São Paulo,Entre 28 e 45 anos,6% a 10%,Masculino,Outro
969@gmail.com,"Online, por meio de um corretor de seguros","Conhecimento alto, conheço bem e entendo como fazer escolhas ou investir",N,Santander Previdência,"Sim, a minha empresa oferece como benefício",VGBL,De R$ 1.000 a R$ 3.000,Cartão de crédito,Confiança alta,Empregado (CLT),Benefícios fiscais,,,Quando recebo bônus ou participação nos lucros,Transição de carreira (plano B),"Muita preocupação, não invisto por receio de golpes",Distrito Federal,Entre 18 e 27 anos,6% a 10%,Masculino,Não
970@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Inss,Nenhuma das anteriores,"Sim, a minha empresa oferece como benefício",Não sei informar,Prefiro não responder,Boleto,Confiança baixa,Empregado (CLT),Facilidade na contratação e gestão online,,,Nos meses em que tenho menos despesas,Manter padrão de vida quando parar de trabalhar,"Preocupação moderada, estou atento, mas ainda invisto",Rio Grande do Sul,Entre 18 e 27 anos,Até 5%,Masculino,Não
971@gmail.com,"Online, com suporte humano","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Caixa econômica federal,Caixa Previdência,"Sim, a minha empresa oferece como benefício",Não sei informar,De R$ 5.000 a R$ 8.000,Débito em conta,Confiança moderada,Empregado (CLT),Rentabilidade,,,"Todo mês, como parte do meu orçamento",Me aposentar mais cedo,"Preocupação moderada, estou atento, mas ainda invisto",Alagoas,Entre 28 e 45 anos,Até 5%,Feminino,Não
972@gmail.com,"Presencialmente, em uma agência ou com um corretor de seguros","Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Itau,Itaú Previdência,"Sim, a minha empresa oferece como benefício",Não sei informar,De R$ 1.000 a R$ 3.000,Boleto,Confiança baixa,Empregado (CLT),Segurança e solidez da instituição,,,"Todo mês, como parte do meu orçamento",Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",São Paulo,Entre 45 e 60 anos,6% a 10%,Feminino,Sim
973@gmail.com,"Online, com suporte humano","Conhecimento muito baixo, já ouvi falar, mas não sei como funciona",Bradesco,Bradesco Previdência,"Sim, a minha empresa oferece como benefício",Não sei informar,De R$ 1.000 a R$ 3.000,Débito em conta,Confiança moderada,Empregado (CLT),Rentabilidade,,,"Todo mês, como parte do meu orçamento",Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",Piauí,Entre 18 e 27 anos,Até 5%,Masculino,Outro
974@gmail.com,WhatsApp com suporte humano,"Conhecimento moderado, tenho uma ideia geral sobre o que é e como funciona",Itaú,Caixa Previdência,"Sim, a minha empresa oferece como benefício",VGBL,De R$ 3.000 a R$ 5.000,Pix,Confiança alta,Empregado (CLT),Rentabilidade,,,Apenas quando sobra dinheiro,Manter padrão de vida quando parar de trabalhar,"Alta preocupação , tenho medo e isso influencia minhas decisões",São Paulo,Entre 28 e 45 anos,11% a 15%,Feminino,Não
